hip,hd,proper,bf,bayer,flam,con,ra_deg,dec,mag,ci,spect,dist
4446,5357,"","","","",Cas,14.22936,68.775657,6.39,0.375,F0m,64.8929
4463,5516,"",38Eta And,Eta,38,And,14.301675,23.417648,4.4,0.94,G8III-IV,70.4225
4475,5459,"","","","",Cas,14.331525000000001,61.421895,6.44,0.94,G8IV,198.8072
4501,5526,"","","","",And,14.41518,45.839379,6.1,1.028,K2III,134.0483
4510,5575,"",68    Psc,"",68,Psc,14.458965,28.992217,5.44,1.076,G6III,198.8072
4520,5612,"","","","",Psc,14.47713,13.695865,6.3,0.895,G8III,148.5884
4552,5608,"","","","",And,14.559225,33.950885,5.99,1.0,K0,56.3698
4558,5641,"","","","",Psc,14.578725,21.404495,6.47,0.089,A2V,129.7017
4563,5771,"","","","",Tuc,14.592509999999999,-60.696239,6.23,0.096,Am,171.2329
4572,5550,"","","","",Cas,14.629275,66.351793,5.97,-0.008,A0III,107.4114
4577,5737,"",Alp Scl,Alp,"",Scl,14.65149,-29.357449,4.3,-0.154,B7IIIp,238.0952
4587,5722,"",23Phi4Cet,Phi-4,23,Cet,14.682780000000001,-11.379975,5.62,0.949,G7III,98.0392
4655,5820,"","","","",Psc,14.957025,6.483225,6.14,1.654,M2III,332.2259
4675,5788,"","","","",And,15.01482,44.713243,5.69,-0.01,B9.5Vn,119.0476
4709,5715,"","","","",Cas,15.128804999999998,70.982988,6.4,0.135,A4IV,109.4092
4770,6055,"",Xi  Scl,Xi,"",Scl,15.326100000000002,-38.916527,5.59,1.185,K1III,157.4803
4786,5927,"","","","",Cas,15.362684999999999,49.54422,6.48,1.099,G5,322.5806
4801,6037,"","","","",Cet,15.411015,-16.265573,6.47,1.184,K2/K3III,92.8505
4829,6192,"",Ome Phe,Ome,"",Phe,15.507570000000001,-57.002389,6.12,0.935,G8III,120.6273
4844,6028,"","","","",Cas,15.576944999999998,51.034938,6.48,0.122,A3V,226.2443
4852,6178,"",Sig Scl,Sig,"",Scl,15.610110000000002,-31.552005,5.5,0.083,A1/A2IV,71.2251
4879,6311,"","","","",Tuc,15.67875,-65.456102,6.25,1.634,M2III,265.9574
4889,6118,"",69Sig Psc,Sig,69,Psc,15.704565000000002,31.804263,5.5,-0.043,B9.5V,132.9787
4890,6245,"","","","",Phe,15.704955,-46.397311,5.39,0.9,G8III,73.0994
4903,6116,"",39    And,"",39,And,15.726105,41.345157,5.95,0.161,A5m,107.2961
4906,6186,"",71Eps Psc,Eps,71,Psc,15.73587,7.890135,4.27,0.952,K0III,55.7414
4911,6114,"","","","",And,15.756345000000001,47.376158,6.46,0.248,A9V,96.0615
4914,6203,"",25    Cet,"",25,Cet,15.760575,-4.836601,5.4,1.106,K0III-IV,102.2495
4932,6269,"","","","",Scl,15.82377,-29.525848,6.28,0.932,G8IIICN...,130.039
4962,6130,"","","","",Cas,15.904199999999998,61.074823,5.92,0.512,F0II,613.4969
4979,6288,"",26    Cet,"",26,Cet,15.954285000000002,1.366846,6.06,0.271,F1V,60.1323
4998,6211,"","","","",Cas,16.00995,52.502161,5.99,1.447,K2,326.7974
5021,6210,"","","","",Cas,16.08126,61.580184,5.83,0.569,F6V,80.7754
5034,6301,"","","","",Psc,16.115085,29.658806,6.2,0.443,F7IV-V,44.287
5042,6403,"","","","",Scl,16.135755,-33.532845,6.44,1.071,K0III,163.6661
5074,6386,"",73    Psc,"",73,Psc,16.21932,5.656262,6.03,1.525,K5III,199.6008
5081,6397,"",72    Psc,"",72,Psc,16.272315,14.946133,5.64,0.42,F4II-III,54.5852
5121,6482,"",27    Cet,"",27,Cet,16.403685000000003,-9.979323,6.09,1.012,K0III,92.9368
5131,6456,"",74Psi1Psc,Psi-1,74,Psc,16.420634999999997,21.473181,5.33,0.003,A1Vn,84.317
5132,6457,"",74Psi1Psc,Psi-1,74,Psc,16.423785,21.465442,5.55,-0.048,A0Vn,85.9107
5141,6479,"",77    Psc,"",77,Psc,16.45512,4.908372,6.35,0.383,F4V...,40.6339
5165,6595,"",Bet Phe,Bet,"",Phe,16.521105,-46.718414,3.32,0.885,G8IIIvar,100000.0
5164,6530,"",28    Cet,"",28,Cet,16.521449999999998,-9.839354,5.58,0.009,A1V,180.8318
5170,6559,"","","","",Cet,16.532115,-23.992451,6.12,1.076,K1III,117.3709
5175,6476,"","","",76,Psc,16.546665,32.181485,6.28,1.308,K0,172.7116
5204,6557,"",75    Psc,"",75,Psc,16.640114999999998,12.956039,6.14,0.962,G8III,133.3333
5240,6497,"","","","",Cas,16.75053,56.934972,6.41,1.188,K2III...,99.108
5251,6540,"","","","",Cas,16.789379999999998,53.498185,6.31,1.499,K0,512.8205
5259,6668,"","","","",Cet,16.803825,-23.996334,6.36,0.238,A3III,68.7758
5268,6793,"",Iot Tuc,Iot,"",Tuc,16.827569999999998,-61.775289,5.36,0.884,G5III,93.2836
5296,6706,"",30    Cet,"",30,Cet,16.94253,-9.78555,5.71,0.446,F7IV,47.1476
5300,6767,"",Ups Phe,Ups,"",Phe,16.949355,-41.486916,5.21,0.159,A3V,56.9476
5310,6695,"",79Psi2Psc,Psi-2,79,Psc,16.98816,20.739113,5.56,0.121,A3V,47.3037
5315,6734,"","","",29,Cet,16.9986,1.993042,6.44,0.847,K0IV,48.4731
5317,6658,"",41    And,"",41,And,17.003385,43.942092,5.04,0.109,A3m,58.9623
5319,6680,"",78    Psc,"",78,Psc,17.005515000000003,32.01213,6.23,0.398,F5IV,41.3907
5336,6582,"",30Mu  Cas,Mu,30,Cas,17.062155,54.92034,5.17,0.704,G5Vp,7.554
5346,6763,"",80    Psc,"",80,Psc,17.0925,5.649819,5.51,0.334,F0III-IV,35.2113
5348,6882,Wurren,Zet Phe,Zet,"",Phe,17.096130000000002,-55.24576,3.94,-0.12,B6V + B0V,91.5751
5361,6676,"","","","",Cas,17.139405,58.263449,5.77,-0.019,B8V,184.8429
5364,6805,"",31Eta Cet,Eta,31,Cet,17.147460000000002,-10.182264,3.46,1.161,K2III,37.9939
5372,5848,"","","","",Cep,17.184195,86.25709,4.24,1.213,K2II-III,85.9107
5412,6473,"","","","",Cep,17.30115,80.011579,6.24,0.922,K0,135.318
5434,6811,"",42Phi And,Phi,42,And,17.37552,47.241792,4.26,0.012,B7III,219.7802
5447,6860,Mirach,43Bet And,Bet,43,And,17.43291,35.620558,2.07,1.576,M0IIIvar,60.5327
5454,6903,"",81Psi3Psc,Psi-3,81,Psc,17.455005,19.658408,5.57,0.697,G0III,115.4734
5477,7082,"","","","",Phe,17.530725,-57.694419,6.41,0.888,G6II/III,125.6281
5483,6966,"","","","",Psc,17.547675,15.673912,6.07,1.535,M0III,165.0165
5485,6976,"",32    Cet,"",32,Cet,17.549775,-8.906135,6.4,1.029,K0III,118.624
5493,6920,"",44    And,"",44,And,17.5782,42.081475,5.67,0.603,F8V,52.2739
5494,6953,"","","","",Psc,17.581049999999998,25.457763,5.81,1.466,K5III,120.7729
5510,7014,"",33    Cet,"",33,Cet,17.639805,2.44567,5.97,1.491,K4III,235.2941
5518,6829,"",31    Cas,"",31,Cas,17.663684999999997,68.778621,5.32,-0.014,A0Vnn,84.8896
5542,6961,"",33The Cas,The,33,Cas,17.775255,55.149901,4.34,0.17,A7Vvar,40.95
5544,7034,"",82    Psc,"",82,Psc,17.778195,31.424736,5.15,0.261,F0V,147.2754
5550,7019,"",45    And,"",45,And,17.792835,37.724121,5.8,-0.095,B7III-IV,242.1308
5566,6960,"","","","",Cas,17.85642,64.202677,5.56,-0.052,B9.5V,124.0695
5571,7087,"",84Chi Psc,Chi,84,Psc,17.86341,21.03465,4.66,1.024,K0III,117.6471
5575,7107,"","","","",Psc,17.870715,10.291908,6.49,0.891,G5,132.4503
5586,7106,"",83Tau Psc,Tau,83,Psc,17.91513,30.089638,4.51,1.092,K0III-IV...,51.7598
5589,6972,"",32    Cas,"",32,Cas,17.922435,65.018854,5.57,-0.072,B9IV,119.0476
5594,7147,"",34    Cet,"",34,Cet,17.931285,-2.251079,5.93,1.403,K4III,171.8213
5626,6798,"","","","",Cep,18.069015,79.673963,5.6,0.008,A3V,82.85
5650,7158,"","","","",And,18.141975,45.337531,6.13,1.652,M1III,193.7984
5661,7312,"","","","",Scl,18.189239999999998,-37.856479,5.95,0.281,A9IV: (+F/G),69.3963
5679,7229,"","","","",Psc,18.2478,30.064229,6.24,0.98,G1V...,116.0093
5688,7157,"","","","",Cas,18.29097,61.706188,6.4,0.018,B9V,201.6129
5737,7344,Revati,86Zet Psc,Zet,86,Psc,18.432855,7.575354,5.21,0.32,A7IV,53.3049
5742,7318,"",85Phi Psc,Phi,85,Psc,18.43728,24.583713,4.67,1.047,K0III...,136.7989
5743,7345,Revati B,86Zet Psc,Zet,86,Psc,18.4386,7.578261,6.44,0.492,F7V,93.985
5772,7351,"","","","",Psc,18.520425000000003,28.529575,6.33,1.684,M2S SB,408.1633
5778,7374,"",87    Psc,"",87,Psc,18.531795,16.133479,5.97,-0.082,B8III,139.47
5799,7439,"",37    Cet,"",37,Cet,18.600165,-7.922826,5.14,0.448,F5V,23.3863
5824,7446,"",88    Psc,"",88,Psc,18.676635,6.995136,6.04,1.081,G6III:,159.2357
5833,7476,"",38    Cet,"",38,Cet,18.704880000000003,-0.973795,5.7,0.428,F5V,42.9185
5862,7570,"",Nu  Phe,Nu,"",Phe,18.795645,-45.531664,4.97,0.571,F8V,15.1149
5896,7788,"",Kap Tuc,Kap,"",Tuc,18.94056,-68.875927,4.25,0.48,F6IV,20.9556
5926,7389,"","","","",Cas,19.049580000000002,71.743842,5.87,2.042,K1V,847.4576
5928,6319,"","","","",Cep,19.05264,87.145496,6.2,1.114,K2III:,106.9519
5936,7578,"","","","",Psc,19.07883,33.11472,6.04,1.163,K1III,106.7236
5947,7238,"","","","",Cep,19.129215000000002,79.910013,6.27,0.44,F5Vs,72.6216
5951,7672,"",39    Cet,"",39,Cet,19.151205,-2.500368,5.42,0.888,G5III-IVe,80.5802
5992,7916,"","","","",Tuc,19.26546,-66.397854,6.23,0.052,A0V,94.2507
5993,7647,"","","","",And,19.271085,44.901992,6.11,1.59,K5,214.1328
6025,7724,"","","","",Psc,19.350495,31.744617,6.36,1.132,K0,85.1064
6061,7804,"",89    Psc,"",89,Psc,19.44981,3.614466,5.13,0.071,A3V,75.3012
6087,7758,"","","","",And,19.542270000000002,47.419706,6.29,1.357,K0,662.2517
6093,7733,"","","","",Cas,19.55787,57.803166,6.39,1.589,M5,348.4321
6140,7853,"","","","",And,19.69587,37.386275,6.44,0.233,A5m,128.5347
6193,7964,"",90Ups Psc,Ups,90,Psc,19.866645000000002,27.264059,4.74,0.032,A3V,94.4287
6226,8036,"",42    Cet,"",42,Cet,19.95123,-0.509029,5.87,0.635,A7V...,100.7049
6242,7927,"",34Phi Cas,Phi,34,Cas,20.020485,58.231611,4.95,0.683,F0Ia,100000.0
6261,7732,"","","","",Cas,20.080994999999998,77.570682,6.31,0.912,G5III...,126.4223
6272,8121,"","","","",Cet,20.11587,-11.238999,6.16,1.102,K1III,112.2334
6283,8120,"","","","",Cet,20.144055,-3.24699,6.26,1.013,K1III,137.1742
6312,8003,"",35    Cas,"",35,Cas,20.27175,64.658131,6.33,0.113,A2Vnn,78.125
6315,8126,"",91    Psc,"",91,Psc,20.280705,28.738207,5.23,1.396,K5III,107.4114
6378,7925,"","","","",Cas,20.495745,76.238804,6.37,0.283,F0IVn,76.0456
6411,8207,Adhil,46Xi  And,Xi,46,And,20.585054999999997,45.528778,4.87,1.077,K0III-IV,65.7462
6427,8350,"","","","",Cet,20.627010000000002,-19.081208,6.35,0.493,F5/F6V,61.5006
6429,8335,"",43    Cet,"",43,Cet,20.645129999999998,-0.449673,6.5,1.079,K0III:,137.3626
6432,8334,"","","","",Cet,20.653965,1.726332,6.21,1.482,M0III,212.3142
6486,8272,"","","","",Cas,20.83896,58.142994,6.36,0.457,F4V,58.8235
6492,8388,"","","","",Psc,20.85396,20.468967,5.97,1.677,K5,306.7485
6502,8498,"","","","",Scl,20.878995,-30.945617,5.84,1.612,M0III,299.4012
6512,8375,"","","","",And,20.906025,34.245887,6.28,0.829,G8IV,56.6572
6514,8374,"",47    And,"",47,And,20.91918,37.714943,5.6,0.276,A1m,63.857
6522,8065,"","","","",Cep,20.945055,78.726056,6.07,0.389,A0Iab,100000.0
6537,8512,"",45The Cet,The,45,Cet,21.00585,-8.183257,3.6,1.065,K0III,34.8918
6539,8511,"",44    Cet,"",44,Cet,21.010575000000003,-8.007416,6.21,0.235,F0V,67.5219
6564,8556,"","","","",Cet,21.085424999999997,-6.914656,5.92,0.407,F4V,46.6418
6589,8589,"","","","",Cet,21.16638,-15.660468,6.17,0.924,G8III/IV,118.624
6592,8651,"","","","",Phe,21.169935000000002,-41.492549,5.42,1.03,K0III,72.2543
6595,8681,"","","","",Phe,21.17466,-44.528575,6.26,1.122,K1II,259.0674
6605,8599,"","","","",Cet,21.20283,-2.84859,6.17,0.959,G8III,76.3359
6631,8810,"","","","",Hyi,21.27204,-64.369478,5.92,1.561,M0III,277.0083
6669,8634,"","","","",Psc,21.398654999999998,23.511519,6.18,0.447,F5III,68.0735
6670,8705,"",46    Cet,"",46,Cet,21.405135,-14.598796,4.9,1.231,K2III,88.1834
6685,8424,"","","","",Cas,21.44295,70.979887,6.34,-0.011,A0Vnn,145.1379
6686,8538,Ruchbah,37Del Cas,Del,37,Cas,21.453239999999997,60.235283,2.66,0.16,A5Vv SB,30.4785
6687,8713,"","","","",Cet,21.46818,-3.927391,6.5,1.348,K0,96.5251
6692,8491,"",36Psi Cas,Psi,36,Cas,21.48312,68.130012,4.72,1.047,K0III,59.8086
6702,8673,"","","","",And,21.536475,34.5797,6.34,0.5,F7V,36.062
6706,8723,"",93Rho Psc,Rho,93,Psc,21.563595,19.172346,5.35,0.395,F2V:var,25.2143
6711,8671,"","","","",And,21.577755,43.457739,5.98,0.52,F7V,41.7188
6714,8733,"","","","",Psc,21.598305,20.070804,6.44,0.947,K0,95.3289
6717,8779,"","","","",Cet,21.61395,-0.399034,6.42,1.241,K0IV,250.0
6732,8763,"",94    Psc,"",94,Psc,21.67365,19.240422,5.5,1.106,K1III,85.5432
6748,8829,"",47    Cet,"",47,Cet,21.714855,-13.056512,5.51,0.321,F0V,37.4672
6776,8774,"","","","",And,21.77628,34.377552,6.27,0.453,F7IVsvar,40.7997
6789,8896,"","","","",Cet,21.847125,-22.338232,6.43,1.122,K0/K1III,128.3697
6794,8801,"","","","",And,21.861135,41.101158,6.42,0.311,Am...,53.2198
6813,8799,"",48Ome And,Ome,48,And,21.913725,45.406687,4.83,0.421,F5IV,28.6205
6822,8921,"","","","",Cet,21.94392,-10.901582,6.13,1.32,K0,118.2033
6867,9053,"",Gam Phe,Gam,"",Phe,22.091385,-43.318234,3.41,1.542,K5II-III,71.6332
6868,8949,"","","","",Psc,22.09548,7.961353,6.22,1.114,K1IIIvar,114.5475
6952,9184,"","","","",Phe,22.37724,-46.756422,6.25,1.658,M3III,310.559
6960,9132,"",48    Cet,"",48,Cet,22.400550000000003,-21.629339,5.11,0.028,A0V,71.3776
6971,9151,"","","","",Scl,22.42839,-25.617749,6.37,1.141,K1III,168.9189
6981,9100,"",97    Psc,"",97,Psc,22.470254999999998,18.355669,6.01,0.162,A4IV,146.1988
6999,9057,"",49    And,"",49,And,22.525425,47.007274,5.27,0.999,K0III,90.1713
7007,9138,"",98Mu  Psc,Mu,98,Psc,22.546305,6.14382,4.84,1.372,K4III,93.1966
7016,9228,"","","","",Scl,22.59543,-26.207851,5.92,1.327,K2III,137.931
7050,9030,"","","","",Cas,22.7169,66.098087,6.15,0.07,A2Vs,93.8086
7078,9021,"",38    Cas,"",38,Cas,22.806659999999997,70.264604,5.82,0.489,F6V,28.9771
7083,9362,"",Del Phe,Del,"",Phe,22.812765,-49.072702,3.93,0.972,K0III-IV,43.573
7097,9270,Alpherg,99Eta Psc,Eta,99,Psc,22.870875,15.345823,3.62,0.974,G8III,107.1811
7115,9414,"","","","",Phe,22.91253,-45.575712,6.17,0.066,A2V,104.712
7118,9377,"","","","",Scl,22.9302,-30.283081,5.79,1.073,K0III,102.3541
7147,9298,"","","","",Tri,23.031570000000002,34.799962,6.39,-0.103,B7IIIMNp...,255.7545
7189,9544,"","","","",Phe,23.15157,-49.727713,6.27,0.462,F4V,77.5795
7213,9525,"","","","",Scl,23.233545,-36.865231,5.49,1.021,K1/K2III,84.3882
7243,9496,"","","","",Psc,23.326155,8.208738,6.31,0.8,K0,147.929
7251,9352,"","","","",Cas,23.35713,58.327334,5.69,1.435,K0Ib+...,675.6757
7271,10042,"","","","",Hyi,23.413515,-78.50482,6.11,0.97,G3IV,124.6883
7276,9562,"","","","",Cet,23.428485,-7.025341,5.75,0.639,G2IV,29.5159
7283,5914,"","","","",UMi,23.452305000000003,89.015639,6.46,0.107,A3V,103.0928
7294,9408,"",39Chi Cas,Chi,39,Cas,23.48292,59.23204,4.68,0.991,K0III,63.8162
7321,9531,"","","","",And,23.569185,37.237146,5.9,-0.067,B9IV,143.472
7345,9672,"",49    Cet,"",49,Cet,23.6574,-15.676359,5.62,0.066,A1V,59.3824
7359,9640,"","","","",Psc,23.704439999999998,18.460512,5.9,1.536,M2III,163.1321
7361,9742,"","","","",Scl,23.711625,-31.892317,6.11,1.109,K0/K1III,114.4165
7362,9690,"","","","",Cet,23.713829999999998,-3.523889,6.44,1.341,K0,343.6426
7363,9731,"","","","",Cet,23.71488,-23.699681,6.41,1.306,K2III,220.7506
7387,9896,"","","","",Hyi,23.811974999999997,-58.139475,6.03,0.382,F2V,40.1929
7436,9766,"",101    Psc,"",101,Psc,23.94351,14.661422,6.23,-0.036,B9.5III,476.1905
7443,9895,"","","","",Phe,23.96073,-39.947126,6.43,0.415,F3/F5V,38.1825
7444,9712,"","","","",And,23.96895,41.07642,6.39,1.122,K1III,120.048
7447,9780,"","","","",Psc,23.97813,17.433841,5.95,0.259,F0IV,58.072
7450,9856,"",50    Cet,"",50,Cet,23.995694999999998,-15.400183,5.41,1.226,K1III,167.5042
7463,9906,"",Tau Scl,Tau,"",Scl,24.035415,-29.907317,5.69,0.335,F2V,69.3481
7493,9746,"","","","",And,24.113355,48.722776,6.2,1.237,K1III:,157.2327
7505,9889,"","","","",Psc,24.181365,7.831529,6.39,1.605,M0,282.4859
7506,10052,"","","","",Hyi,24.186600000000002,-58.270966,6.18,1.607,M3III,228.833
7513,9826,Titawin,50Ups And,Ups,50,And,24.199485,41.405459,4.1,0.536,F8V,13.4916
7535,9919,"",102Pi  Psc,Pi,102,Psc,24.274649999999998,12.141535,5.54,0.347,F0V,35.0877
7568,11025,"","","","",Oct,24.365835,-84.769593,5.66,0.939,K0III,116.6861
7580,10009,"","","","",Cet,24.4071,-9.403782,6.24,0.528,F7V,40.3877
7588,10144,Achernar,Alp Eri,Alp,"",Eri,24.42834,-57.236757,0.45,-0.158,B3Vp,42.7533
7593,9811,"","","","",Cas,24.446669999999997,64.739357,6.49,0.776,A6Iab,558.6592
7597,10024,"","","","",Cet,24.46695,-3.440678,6.43,1.568,K5,251.8892
7601,10800,"","","","",Oct,24.479385,-82.974995,5.88,0.62,G2V,27.3823
7607,9927,Nembus,51    And,"",51,And,24.498075,48.628213,3.59,1.275,K3III,54.3183
7617,9900,"","","","",Cas,24.531525,57.977631,5.55,1.388,G5II,534.7594
7643,10142,"","","","",Scl,24.61452,-36.528251,5.94,1.045,K0III,101.833
7650,9774,"",40    Cas,"",40,Cas,24.62889,73.04004,5.28,0.972,G8II-IIIvar,140.4494
7651,9996,"","","","",And,24.63261,45.399706,6.38,-0.021,B9pe...,160.5136
7679,10148,"","","","",Cet,24.71577,-21.275384,5.58,0.346,F0V,77.2798
7719,10072,"",52Chi And,Chi,52,And,24.837525,44.386165,5.01,0.883,G8III...,76.746
7740,10164,"",105    Psc,"",105,Psc,24.92007,16.405858,5.98,1.119,K2III,120.1923
7751,10360,p Eridani,"","","",Eri,24.947535,-56.1964,5.76,0.88,K0V,7.8223
7786,10110,"","","","",Per,25.05462,53.868278,6.35,1.608,K5III,214.1328
7818,10205,"",53Tau And,Tau,53,And,25.145055,40.577049,4.96,-0.068,B8III,218.3406
7819,10262,"","","","",Psc,25.14552,8.760769,6.34,0.401,F2,54.7046
7825,10204,"","","","",And,25.165110000000002,43.297687,5.63,0.214,A9IV:,69.5894
7874,10308,"","","","",Psc,25.326525,25.745712,6.2,0.459,F2III,54.9451
7879,10859,"",Tau1Hyi,Tau-1,"",Hyi,25.33884,-79.1482,6.33,0.947,G6/G8III,120.7729
7884,10380,"",106Nu  Psc,Nu,106,Psc,25.35789,5.487613,4.45,1.347,K3III,111.3586
7886,10481,"","","","",Scl,25.3638,-38.132827,6.2,0.404,F3/F5IV/V,41.58
7906,10348,"","","","",Tri,25.413495,30.04712,5.97,1.015,K0III,157.7287
7916,10453,"","","","",Cet,25.436805,-11.324669,5.75,0.443,F5V+...,39.4477
7918,10307,"","","","",And,25.445745,42.613369,4.96,0.618,G2V,12.7389
7921,10615,"","","","",Hyi,25.449825,-60.789339,5.7,1.264,K2/K3III,111.4827
7941,10538,"","","","",Scl,25.512495,-36.832305,5.7,-0.01,A0V,93.1099
7943,10390,"","","","",Tri,25.51452,35.245707,5.63,-0.059,B9IV-V,84.246
7955,10537,"",Pi  Scl,Pi,"",Scl,25.535835,-32.32697,5.25,1.044,K1II/III,65.8762
7963,10293,"","","","",Cas,25.573725,58.627739,6.35,-0.027,B8III,598.8024
7965,10221,"",43    Cas,"",43,Cas,25.585320000000003,68.043021,5.57,-0.049,A0p SiSr,119.1895
7978,10647,"","","","",Eri,25.621875,-53.740834,5.52,0.551,F8V,17.4338
7981,10476,"",107    Psc,"",107,Psc,25.62405,20.268504,5.24,0.836,K1V,7.5324
7999,10550,"","","","",Cet,25.68129,-3.6902,4.98,1.378,K3II-III,364.9635
8016,10250,"",42    Cas,"",42,Cas,25.732395,70.622526,5.18,-0.022,B9V,85.1064
8020,10362,"","","","",Cas,25.743,61.421073,6.33,0.013,B7II,446.4286
8044,10486,"","","","",And,25.81863,45.322649,6.33,1.02,K2IV,57.7701
8046,10425,"",44    Cas,"",44,Cas,25.832265,60.551332,5.78,-0.01,B8IIIn,320.5128
8068,10516,"",Phi Per,Phi,"",Per,25.915125,50.688732,4.01,-0.098,B2Vpe,220.2643
8086,10588,"","","","",Tri,25.958940000000002,32.192015,6.32,0.879,G8III-IV SB,129.7017
8094,10658,"","","","",Cet,25.97832,-4.765514,6.2,1.537,K0,209.6436
8102,10700,"",52Tau Cet,Tau,52,Cet,26.017185,-15.93748,3.49,0.727,G8V,3.6502
8115,10543,"","","","",Cas,26.074755,57.536617,6.18,0.131,A3V,84.9618
8127,10597,"","","","",And,26.11053,46.139692,6.32,1.419,K5III,192.3077
8143,10725,"","","","",Cet,26.18199,-6.766164,6.45,0.864,G0,189.3939
8148,10587,"","","","",Cas,26.19234,57.089226,6.25,0.062,A2V,193.4236
8159,10697,"",109    Psc,"",109,Psc,26.232615000000003,20.083149,6.27,0.72,G5IV,32.5733
8198,10761,Torcular,110Omi Psc,Omi,110,Psc,26.34846,9.157736,4.26,0.942,K0III,85.6898
8209,10830,"",Eps Scl,Eps,"",Scl,26.411445,-25.05261,5.29,0.395,F2IV,28.1136
8230,10824,"","","","",Cet,26.496915,-5.733299,5.37,1.517,K4III,168.9189
8233,10863,"","","","",For,26.504385,-27.348831,6.38,0.366,F2V,43.4972
8240,10934,"","","","",Phe,26.5248,-50.816256,5.49,1.615,M3III,194.5525
8241,10939,"","","","",Eri,26.52588,-53.522037,5.04,0.031,A1V,62.0347
8320,11022,"","","","",Phe,26.81958,-41.759926,6.18,1.544,K5/M0III,184.1621
8362,10780,"","","","",Cas,26.93502,63.852501,5.63,0.804,K0V,10.0675
8366,11604,"",Tau2Hyi,Tau-2,"",Hyi,26.944365,-80.176311,6.05,0.338,F0III,61.8429
8369,11050,"","","","",For,26.94903,-37.159483,6.33,1.016,K0III,157.2327
8370,10874,"","","","",And,26.95005,46.22975,6.33,0.461,F6V,58.8582
8387,10982,"",4    Ari,"",4,Ari,27.045569999999998,16.955551,5.86,-0.039,B9.5V,84.3882
8404,11037,"","","","",Psc,27.108404999999998,3.685447,5.91,0.97,G9III,98.4252
8423,10975,"","","","",And,27.162119999999998,37.95287,5.94,0.975,K0III,104.6025
8433,11007,"","","","",Tri,27.17325,32.69021,5.78,0.572,F8V,27.8552
8475,11031,"","","","",Per,27.31479,47.896924,6.01,0.17,A3V,127.551
8480,11183,"","","","",For,27.330885000000002,-31.072463,6.35,1.222,K2/K3III,154.0832
8497,11171,"",53Chi Cet,Chi,53,Cet,27.39627,-10.68641,4.66,0.333,F3III,23.1857
8514,11262,"","","","",For,27.4536,-38.402797,6.37,0.523,F6V,27.3523
8544,11154,"",1    Ari,"",1,Ari,27.53571,22.275338,5.83,0.743,K1III+...,179.5332
8552,11332,"","","","",Phe,27.583949999999998,-47.816392,6.14,0.998,K1IV,151.9757
8588,11257,"","","","",Ari,27.716549999999998,11.043378,5.92,0.302,F2Vw,42.0168
8593,11413,"","","","",Phe,27.726885000000003,-50.206138,5.94,0.154,A1V,77.1605
8598,11151,"","","","",Per,27.737969999999997,51.933417,5.96,0.419,F5V,41.684
8641,11421,"","","","",Phe,27.859815,-39.835935,6.44,1.094,K1IIICN...,161.8123
8645,11353,Baten Kaitos,55Zet Cet,Zet,55,Cet,27.86514,-10.335038,3.74,1.136,K2III,72.0461
8664,11365,"","","","",Cet,27.9075,-6.874143,6.42,1.233,K0,167.5042
8688,11396,"","","","",Cet,27.942075,-15.64748,6.44,1.608,M2III,355.8719
8704,11241,"",1    Per,"",1,Per,27.99714,55.147385,5.53,-0.175,B1.5V,396.8254
8714,11291,"",2    Per,"",2,Per,28.03902,50.792794,5.7,-0.067,B9p...,147.929
8771,11335,"","","","",Per,28.21137,51.474836,6.28,0.05,A3V,129.5337
8778,11522,"","","","",Cet,28.21713,-16.92925,5.78,0.26,F0V,94.162
8796,11443,Mothallah,2Alp Tri,Alp,2,Tri,28.27044,29.578829,3.42,0.488,F6IV,19.4175
8814,11428,"",55    And,"",55,And,28.32228,40.72979,5.42,1.311,K1III,193.4236
8820,11643,"","","","",For,28.34646,-38.594632,6.09,1.125,K1/K2III,111.1111
8832,11502,Mesarthim,5Gam2Ari,Gam-2,5,Ari,28.38255,19.293852,3.88,-0.047,A1p Si,50.3018
8833,11559,"",111Xi  Psc,Xi,111,Psc,28.388955000000003,3.187536,4.61,0.928,K0III SB,54.9149
8837,11695,"",Psi Phe,Psi,"",Phe,28.41153,-46.302669,4.39,1.597,M4III SB,104.8218
8847,11408,"","","","",Per,28.452045000000002,55.597639,6.44,0.185,A5m,70.8215
8882,11753,"",Phi Phe,Phi,"",Phe,28.59183,-42.49695,5.12,-0.06,A3V,94.0734
8886,11415,Segin,45Eps Cas,Eps,45,Cas,28.598760000000002,63.670101,3.35,-0.15,B2pvar,126.2626
8903,11636,Sheratan,6Bet Ari,Bet,6,Ari,28.66002,20.808035,2.64,0.165,A5V...,17.9856
8922,11613,"","","","",And,28.72407,40.702034,6.25,1.262,K2,90.2527
8928,11977,"",Eta2Hyi,Eta-2,"",Hyi,28.73358,-67.647303,4.68,0.931,G5III,67.0691
8930,11624,"","","","",And,28.740225,37.12829,6.28,1.169,K0,163.6661
8957,11944,"","","","",Hyi,28.83195,-60.312484,6.43,0.409,F2V,55.5864
8983,11995,"","","","",Hyi,28.94364,-60.860975,6.07,0.356,F0IV/V,47.4383
8991,12363,"",Sig Hyi,Sig,"",Hyi,28.95963,-78.348548,6.15,0.448,F5/F6IV/V,40.6174
8993,11763,"",7    Ari,"",7,Ari,28.96266,23.577322,5.76,1.185,K1III,170.9402
